"sample","PGS000003","PGS000030","PGS000102","PGS000103","PGS000109","PGS000160","PGS000177","PGS000333","PGS000363","PGS000388","PGS000497","PGS000505","PGS000574","PGS000601","PGS000607","PGS000725","PGS000776","PGS000844","PGS000876","PGS000893","PGS000911","PGS002242","PGS002255","PGS002322","PGS002392","PGS002416","PGS002437","PGS002462","PGS002565","PGS002615","PGS002628","PGS002682","PGS002693","PGS002695","PGS002827","PGS002864","PGS002910","PGS002916","PGS002943","PGS002951","PGS002953","PGS002986","PGS002987","PGS003023","PGS003075","PGS003146","PGS003170","PGS003183","PGS003215","PGS003312"
"Sample_1",-0.558144866023213,0.50336799195793,-0.723958132076586,-0.968714418874767,-0.081798245319957,11.5528503877576,-0.826604101333942,-0.385050838098605,0.021741213699457,-0.311628043982111,-0.406195780684357,0.794491706026747,-0.049437584037391,2.49615366439684,-0.162064035426592,0.0259999781847,0,0.3828106554447,0.032349121298466,-2.04158101513713,-2.2319131888861,-0.435005640507007,-0.046838126005284,0.507561397464944,-41.4500039069808,-66.7924458725774,1.61084103357734,-0.570803891657761,1.27185031130557,0.152821126071103,0.259435144883132,-0.09041336787646,0.106484654491327,0.741297533892127,0.400560863326973,0.873251651549315,0.266146632953451,-2.65555435171336,-0.155114519754954,0.146095011310535,0.613785557725816,-2.74943997074388,0.007479142283183,0.016140691900792,46.6065770007772,-2.26055205720286,16.1590119220782,-0.662123058963606,-0.789767683119862,-0.270860679946771
"Sample_2",0.244913257542066,0.954780000334722,-0.773096804874979,-1.31470454566808,-0.268983515350961,7.62392836809158,-1.34259059388842,-0.416086740329642,-0.009960877915354,-0.107285216980941,-0.010971389165206,1.12189814811427,-0.054680693084478,0.694811593741179,0.020891544204607,-0.377872012555599,0,0.402928612189498,-0.002525689516915,2.14612622699178,-2.42174195062936,-0.198983927539781,-0.019649829260246,0.172772048202185,-42.5245882160898,-66.0881546488517,3.55363317054707,5.77627190952035,0.261391629751415,-0.543544318291424,0.038975962562001,0.127690242566818,0.185970871852244,0.626215556111691,0.305832051148173,0.581085013074086,0.06921465939763,-1.01978815755319,0.334440601929211,0.088892010855489,0.378887742113077,-5.77780612114475,0.063662946587853,0.013849383509369,36.4858614197583,0.486655507363139,-1.30021144551574,-0.307520704435428,0.432335252902703,-0.250413132012461
"Sample_3",-0.467038945120294,0.491074994482915,-0.465659856404904,-0.767620196244455,0.969797926823275,4.46118664788082,-0.185099065814029,-0.787906676114376,0.059075829288127,-0.209284849087259,0.042686425429565,0.933812910039705,-0.235242903908926,2.6481616422534,-0.066792753166228,0.40125597268343,0,0.37731184400036,0.289637219393626,1.12880105488466,-2.14258109931774,-0.18455746383518,-0.046899605862092,0.20881118961318,-41.3843384589718,-66.8824150135533,3.53919914961716,8.0005020672811,-0.625009331622096,0.787589256424326,0.327834317340373,0.125681611480157,0.057029295546006,0.568304039416027,0.182736500166357,0.731545353705088,0.358255136576986,-2.72392630709328,-0.026254302669619,0.130226004810538,0.451298151674704,-6.69022443297217,-0.004905761928651,0.017474391650158,42.8965995184481,-0.803459672447389,17.8194026526908,-0.163675972063787,3.30225264562978,-0.528737181132848
"Sample_4",-0.551332057919353,0.067558962095063,-0.945813755944229,-1.05902285397669,1.25634570417513,0.782912525115535,-1.1238566530501,-0.703508783164595,0.11828333692425,-0.17013802699819,-1.03144548551063,-0.193601791659603,-0.282030958563535,1.97985391580733,-0.144499558448545,-0.044921010732651,0,0.830171513817731,0.918079111754196,1.35694239590566,-2.31708635785346,-0.77137846416285,0.009116574722237,-0.049187188783718,-42.0966694772615,-66.7206793878631,0.711465294256414,8.20739176922598,-2.18119550110714,0.145131464892984,0.090469630508607,-0.044175104172017,-0.335402617860317,0.532932028217365,0.436374191227515,-0.67854559434497,0.064461929609706,-1.08930413382586,0.059969216612718,-0.114713993752957,0.144060225828799,-6.30917553014388,0.023689131551682,0.009953746898518,43.4280376970273,-1.32093625159814,11.5378817132005,-0.073299744233335,-4.05131520292343,-0.533151620839544
"Sample_5",-0.339585068519227,1.17693999691983,0.013177559612761,0.06520460066831,-0.09767867936739,19.6474639619701,0.450597568135891,-0.173494523908335,-0.098543228071138,0.023169388889762,0.762900629579235,1.56612304958981,0.063342294113792,1.71471204608679,-0.106350115042341,-0.354636026546359,0,0.605676077120734,0.183826703054365,-1.47418747698839,-1.31521179105555,-0.50660066004655,-0.016066042008836,0.517088952243407,-42.2730572142182,-67.1666428611552,4.86477637029293,9.69742411100924,3.76952222043201,-0.550015963977785,0.2299110347805,0.116323760616463,0.304203506653568,0.739353407809081,0.319601759314537,-0.282941915896423,0.42959832446445,-2.05006908238465,0.169162862216832,0.213000005111098,0.663547438266492,-5.86839571787823,-0.012342233563416,-0.014806722361708,85.6622178515099,-3.74014744305987,3.93484164756956,-0.407290686813785,1.06498003090383,-0.519509489388399
"Sample_6",-0.315541254793061,0.71219200638734,-0.897819628713464,-1.04275785169023,-0.000254677051796,13.4789164268877,-0.523942657455336,-0.468724201692603,0.052949393606398,-0.275971518622428,-1.1012800530043,0.648742617260723,-0.412876408652981,0.764067362353671,-0.229871536845762,0.419656974336249,0,0.747332898352397,0.322963516606251,0.220597560738497,-2.25829816452559,-0.900932290388007,0.039907056091668,0.127411384311186,-42.0901606843481,-66.9597564521064,2.50047590541635,7.1972357825598,3.99914832367995,-0.054635586076984,0.076391094252009,0.124508239329753,-0.048114824043122,0.603188803812609,0.30588342428382,-0.209775080346521,0.338973992253386,-0.202169668516035,-0.157364214245494,-0.071950000525249,-0.134409487169452,-6.22878712129295,0.055501797022758,-0.007900249559829,40.8191996921669,-1.67918447625198,14.9462120296084,-0.465120463624468,3.07600467960583,-0.264374786434782
"Sample_7",-0.160054240579484,0.964587026915978,-0.600484102109752,-1.01680982008685,0.445898761495607,18.2947664347012,-1.21089547715474,-0.373468256655115,-0.006443435193716,-0.151395862130581,-1.31873091123271,0.165339274659345,-0.01411459589856,1.38477446138859,-0.041951902084833,0.75723098218441,0,0.769269283807262,0.220469609950669,2.75339262313491,-1.11381859730461,-0.315411139578367,-0.076949835289188,-0.130316372417451,-41.2851033157604,-66.6134280679726,3.23940570908144,1.87766322635798,0.894978403688583,0.368748958035212,0.346192206927346,0.154881558509745,0.15616502964485,0.330457376280086,0.316386405182129,0.701137141488342,0.265901432327837,-2.43070697241274,-0.057665219776976,0.167910008916806,0.32980486111649,-6.58039713829203,0.036011390407416,-0.008242935833414,43.5775849853962,0.621326997315464,19.6848713269137,-0.145758614259311,-4.5399697350731,-0.276943801667791
"Sample_8",-0.092538384807995,0.204352992164786,-0.311945996526477,-0.297906116776132,0.538942609754133,5.06850012333598,-0.291316508801174,-0.735838084520998,0.064556009793006,-0.208554053568538,-1.0686048095813,-0.128834530441964,-0.37432729768859,1.55510950012831,0.073651078890995,0.273534986830782,0,0.716906971339085,0.356152704931446,1.07499289932912,-2.36660351260466,-0.495253530375894,-0.006278845620417,0.429753952456406,-42.1825381354074,-64.8859955407625,3.91336800412955,6.63819813766941,2.01342921060859,0.021692547556086,0.029079607259691,0.188887975082927,0.031350495141619,0.646807101169631,0.069196688355078,0.16818765031146,0.097141575663841,-1.31151934417903,0.292908770889497,0.310855010902742,0.265009514657171,-3.94288621224496,0.050227198382681,0.015034697803148,54.4799273269091,-1.53965392404643,-1.11997902177973,-0.32495840592763,-3.41702290938701,-0.266578109859652
"Sample_9",-0.069684995934949,0.628183973727573,-0.574946275775585,-0.884458810901388,0.17257065334848,12.572551507561,-0.606724066834431,-0.429992925623945,0.103409919160539,-0.252557020472679,-1.5343954882519,0.067354922492086,-0.237988209025378,-0.043410111626145,-0.11756112061783,0.319370977726066,0,0.310006574254658,-0.321210889494978,1.56401064383181,-1.62048814527982,-1.03987806319693,-0.037910422323005,0.403388685306614,-42.0940768769788,-67.0547339013683,2.55654331043206,4.94376986822135,1.91425996887392,-0.283783270262575,0.131746994729322,0.039142006718065,0.439214242479143,0.393393323177403,0.358646792607033,-0.587237958330175,0.10756895190957,-0.194081650490261,-0.00376564337304,0.33648200519383,0.392886603742727,-8.87274904070364,-0.018479060606697,0.00650118947308,37.3165001845191,-2.63085208550183,0.628194651537342,-0.572949693734936,1.21801534130645,-0.518774056680903
"Sample_10",-0.70126376106964,1.0081749710007,-0.106056092698131,-0.468115077099526,0.827691671975026,11.2028051239904,0.208619548213392,-0.610978287981275,-0.024501447060711,0.007333146558468,-0.442429564554914,0.646812683153257,-0.346063827554157,2.44642251782352,-0.086132919770995,0.62205695360899,0,0.321624171030635,-0.008743879327085,-0.431832177681827,-2.38023550064886,-0.729534331493157,-0.00315488960971,0.398636322596564,-42.3192267271888,-67.044460821201,3.43417624907306,9.80335002803622,-3.02699586904691,0.755899468068492,0.308822525501407,0.151354819814383,0.191062927159364,0.519205701086088,0.338259341195226,-0.754091236331231,0.38800282357181,-2.69042187904961,-0.010823697987734,-0.025987999513745,-0.173523657567945,-8.21890618049201,0.034107306805977,-0.006324934533994,82.3777661407948,-2.29764186781858,7.92568577807106,-0.58446245840155,-2.22372070238271,-0.523820989433076
"Sample_11",-0.376386812480632,0.048098985102115,-0.600806725107478,-0.9607881980343,0.226896766580492,2.24374731234275,-0.534229113581205,-0.482965449901085,0.000832011807659,-0.180948719067077,-1.26026891853326,-0.462397596544179,-0.183105214607159,2.14678128436208,0.030584716973997,0.979999959468842,0,1.29946473929158,-0.061079995677574,-0.461532718449689,-1.74690876493846,-0.967792519748018,-0.02653101375558,0.172936867824567,-42.4015040963404,-66.1868096438775,3.42053466405741,4.76145999495748,4.016684691921,-0.089374701694396,0.026704182888618,0.101169750248015,-0.204428399445728,0.901097581884446,0.329773316159844,0.588653557455925,-0.036550218818206,-0.447281508240849,0.183648378347711,0.145779018261237,0.0248816189736,-8.23897470078828,-0.030258280780542,0.006046382743259,93.3130999127679,-3.2091962678528,11.120541823344,-0.332987276598601,5.5807724301776,-0.266222364747104
