sample,PGS002695,PGS003215,PGS000776,PGS002986,PGS001373,PGS000911,PGS000757,PGS000030,PGS001134,PGS003170,PGS002682,PGS002628,PGS002864,PGS000388,PGS000505,PGS000260,PGS000228,PGS002169,PGS002237,PGS001235,PGS000109,PGS000497,PGS000003,PGS001362,PGS003350,PGS002615,PGS002953,PGS000943,PGS001902,PGS002943,PGS001353,PGS002951,PGS000965,PGS002255,PGS002416,PGS002916,PGS002910,PGS001606,PGS000177,PGS002131,PGS000964,PGS003146,PGS003312,PGS002322,PGS001955,PGS000363,PGS002462,PGS001490,PGS001050,PGS001167,PGS001868,PGS000893,PGS001602,PGS002227,PGS001100,PGS001570,PGS000574,PGS002224,PGS001974,PGS001544,PGS000725,PGS000876,PGS001143,PGS003183,PGS002015,PGS002392,PGS000102,PGS001669,PGS000680,PGS000844,PGS002018,PGS001996,PGS001061,PGS001262,PGS002827,PGS002565,PGS001477,PGS002987,PGS000023,PGS000601,PGS003023,PGS001971,PGS003075,PGS000160,PGS000333,PGS001248,PGS000607,PGS000103,PGS002693,PGS002028,PGS001334,PGS002242,PGS000932,PGS001998,PGS002437,PGS001360,PGS001368,PGS000225,PGS000798
Sample_1,0.74281604373006,0.371431382143783,0,-3.03423482845756,-7.79657248980047,-2.2738422827022,-0.984999946784228,0.352875959186349,1.14460762993724,-4.01882705195749,-0.09176878104914,0.234439411840109,0.859009855120383,-0.315219250340369,0.606936030038924,0.030052351223672,-0.579652153903578,0.038523134353398,-0.583731693066852,0.160100106657442,0.057727126069313,-0.704137554868794,-0.567722798092291,1.54412552353382,0.882825094355212,-0.162484236227101,0.614769942479956,0.093371745198965,-0.375074183553352,-0.159330138384907,0.291123986244202,0.155578014615458,-0.25269164351581,-0.046392430560151,-275.48002535314,-2.59169099841893,0.302186362388284,76.486539739708,-1.04892207387093,-0.224347789984114,0.094110602047294,-2.05793783430909,-0.266257590213366,0.5097556122364,-0.05644807136437,0.025234778788446,-4.50356979307662,-0.014648416632651,0.035463208529592,0.744084860479058,6.29772626600607,-2.33573587244882,41.606422821962,-1.91024858868877,-3.3533089770806,60.0227010859089,-0.050124649579003,3.88816306168946,0.000826403718612,13646.5507212635,0.041787996888161,0.044682420790196,20.0532453242267,-0.652138995626977,0.090947868940191,-197.425820476071,-0.772276905878153,0.00069560920045,0.075632816613876,0.391128142689922,-0.001538135134224,0.766933328354824,-0.086685058885678,-0.453192151751409,0.401595940053085,2.38006825264983,-0.007940317351322,0.007527165873251,2.36552193760872,2.50640969537199,0.016084448301342,-0.107632716583535,46.7831048263179,11.5813065767288,-0.418463545220232,1.09161480252294,-0.163529137708833,-1.43728321286476,0.12036339196283,-8.75226305436703E-05,-0.210414445431027,-0.345073271432037,0.096351057174616,0.107702122185854,3.88108950436072,0.604856950742972,1.00058927440946,0.1001338606409,1.18403796699931
Sample_2,0.603434792518987,1.98943860105646,0,-6.57591988458171,-9.0115536154288,-2.51578801225241,-1.94400000572205,0.773851000005379,-5.54712380984823,-20.1926467783487,0.127322077426981,0.042876501670685,0.442142597301863,-0.102808143459819,0.932870525277394,-0.347396000722826,-0.519833863916858,0.01249989536307,-0.827843386785389,0.119359964713689,-0.577822897644047,-0.383818978687486,0.263677074806765,0.466171492668478,0.994659506441167,-0.816457768814871,0.372508053059503,0.082080947700888,-2.03411031271935,0.336601303717945,0,0.088711012154818,-0.704347107223441,-0.019272740146993,-274.329371539624,-0.769741059368243,0.063285312485164,287.614893283491,-1.14879792094416,-1.14929181996236,0.184925182751613,0.001975946854145,-0.244067655632477,0.169419128365666,0.016112898334785,-0.010484656437476,2.92667383101298,-0.009317818694085,-0.227129887914714,0.311967827433878,4.09202832597657,1.91400784759026,16.3417612361081,-4.39968018888608,-2.84533173245946,199.527926672086,-0.054400449015594,-1.27213984450382,-0.025442608793079,14046.8366248477,-0.358524031937122,0.020838019961957,23.1405713804997,-0.312918655112328,0.044641928173221,-198.413180738343,-0.621674770929585,-0.011647731758247,-0.019490792914778,0.409254693907315,-0.001210647710845,0.937204136697787,-0.044583699016585,-0.939413213711276,0.304448197333841,-0.556079971031977,-0.01671494840102,0.063486117288419,7.13272401690483,0.836868070065975,0.013600206020159,-0.134167342461609,40.2080883471936,7.62472403049469,-0.452019096839052,0.937226470729968,0.024553090986428,-1.44085549197036,0.190484630033297,0.001856507903072,0.100740248916736,-0.257385687950179,0.060613082539931,0.110995699847006,6.15373889784587,1.21387100861953,0.628832407768142,0.27370279857116,0.481970347682363
Sample_3,0.559269483350361,4.45818153816799,0,-7.01540149892753,-4.37113008703173,-2.27011454924454,0.199999988079071,0.408748985355487,1.53289705589613,0.603740981387091,0.131310314878172,0.328899554707991,0.759591885032683,-0.207584609840454,0.810574505620025,-0.186442202160776,-0.517774816653736,0.178433971198492,-0.633557299957886,0.200522024938943,0.635560562363904,-0.19197650096612,-0.470573429309297,0.917329193688547,0.853088091791506,0.897910023675649,0.444224165143084,0.04561030305922,-0.436375951879657,-0.02655532428318,0.50670799612999,0.126867013052106,0.00542895063036,-0.047042458105271,-275.216503919797,-2.53877571280464,0.391496436111311,-114.196151469259,-0.597889766447224,-0.284012250280882,0.014622678685555,-0.524817153775985,-0.525504783769623,0.213935631289048,-0.000619795128702,0.061155788419021,5.13410256437555,-0.008140578784589,0.147470030382266,0.988944160099541,1.42302086172276,0.910815411514704,13.0794558790949,-3.23041499571011,-2.20183488290574,201.693163751737,-0.239103253395345,1.03385625835537,0.028680054838404,11150.4905907549,0.416353963315487,0.292041327345942,46.3874319435599,-0.171042335474517,0.033505959133925,-197.163756756012,-0.59335213131602,-0.009555709518162,0.034981651046159,0.482891921445116,-0.000253589822714,0.781080826135556,-0.14599804601167,-0.234779107264671,0.301041113212705,-1.9562154145251,-0.0197238997546,-0.004001380849695,3.77142497897148,2.60227999300696,0.017908737819167,-0.18447261386156,44.1710669917957,4.48824123851955,-0.843021607784087,0.083163248723395,-0.067058023726296,-1.25593873690429,0.078177543419374,0.001719103106931,0.319736831618741,-0.187095887585016,-0.087424563692366,0.127473435768921,6.15381858339242,1.04468805600317,0.892891582709721,0.386712076213006,1.50549751236758
Sample_4,0.532820584957577,-3.64203279789945,0,-6.35202411708542,-1.4466987714876,-2.35859798589345,-2.92199993133545,0.003194957971573,0.43279800681961,-8.96829724476265,-0.040092609643723,0.04643293811331,-0.734160347215684,-0.168582789535949,-0.654794950882206,0.238307188842589,-0.206018600750584,0.210133880730103,-0.558456393188465,0.334605633772451,1.04627288031912,-1.54527173241149,-0.583960184128955,0.177609760275217,0.980227084364742,-0.127304915104105,0.153843425668977,0.085796707309783,-0.10782530387087,0.058201982444379,0.216140003642067,-0.115841995342635,-0.352022810157472,0.009267271997779,-274.942868537275,-1.04406814551294,0.09978100962212,-109.94937520253,-1.0357872020104,-0.538984701003692,-0.039666396772873,-1.3531866871399,-0.526236873477659,-0.071169035930206,0.106795684196748,0.115349837716888,6.29011679250107,-0.010087248038895,0.417881937348213,0.926935786209344,3.94148355774814,1.33393295758879,-6.48970553557228,-4.26605869258763,-0.90387439279911,81.3599572823296,-0.271316732389889,4.70085707071908,-0.011580228202295,12239.08627644,0.048814009409398,0.9179900145391,90.5454667079248,-0.068448736167949,0.017641600688046,-198.45471508626,-0.845117597201714,-0.008428355931335,0.161971392531755,0.810075620122007,-0.001551430443492,-0.853546308146305,-0.023501841864174,0.003809792238798,0.425319995731115,-2.38721870099653,-0.007041854201471,0.023430066206343,2.24312391504645,2.10512932843994,0.009692469881193,-0.21891717969421,43.2049810407771,0.610348165035248,-0.71189477043935,0.765374810293053,-0.14216239597531,-1.49329533931594,-0.344227104303972,0.000109756378791,0.298315742572186,-0.669133748837561,0.034044640627712,0.1052869429461,3.16984654732641,0.446731055853022,0.45189953554389,0.457741906101723,0.898613670990016
Sample_5,0.740592582121251,1.11081702471711,0,-5.9246039736272,-6.1119895100188,-1.29803294495165,-0.020999999716878,1.15098401705109,8.0728218076131,-18.6709643531358,0.124154755896713,0.223502615013957,-0.3648470693634,0.029124171413958,1.0086259478885,-0.103005291473565,-0.825521872302017,0.28179707065102,-0.576562301256672,0.404969927819817,-0.00477143405308,0.274071125815681,-0.343645531916991,0.375723377132315,0.759310881374404,-0.959858623969922,0.66156495854841,0.018814093898982,-0.400508511901309,0.170371298509625,0.001424999907613,0.209751002075791,-0.313880614974103,-0.016589824119923,-276.263932068888,-1.83287482936976,0.469705051580718,202.264233526424,0.790499681666915,-0.858186339487758,0.15670548338494,-3.73924964939579,-0.514581677724211,0.509426450747201,0.014059409155571,-0.096157282873023,11.593104733548,-0.005446571325711,0.098914918642137,1.09825372664884,1.70153275429038,-2.18449862728812,22.4101776150492,-5.86608813497476,-2.45683226930912,215.073842178623,0.058560319415782,7.48815400844943,-0.049974527831242,12384.8736936143,-0.477034047245979,0.214324191794731,-5.36381969261856,-0.399919529094114,0.043193008304157,-198.556474652298,0.253212093970622,-0.010282389636748,0.072036158250014,0.589679388398508,-0.001053133472622,0.60954772322703,-0.184906267661319,0.230576778106411,0.347724594175816,5.20957318530145,-0.019942440177939,-0.01202136691816,11.5962059795856,1.71142607106594,-0.013636096513741,-0.322759589345108,83.6944026204874,19.5571370990947,-0.176546274152196,0.699088222826958,-0.10457462924373,0.103002242244238,0.30499333483015,0.00364137263009,0.238694221618971,-0.43308385828198,-0.030372233300113,0.107568206564305,7.82075135235846,0.175265174656293,-0.047645511958503,0.084494318915971,1.54296697980681
Sample_6,0.601527062954834,2.88859977408356,0,-6.71867773802387,-8.26927683503588,-2.27786152797319,-2.01299998164177,0.60041001776699,-0.420280908544584,-3.95218469490646,0.125368919092433,0.091435571603095,-0.069820520378101,-0.27326726354143,0.193067779160629,-0.06871477412865,-0.878751892751565,0.027545970689648,-0.592788893048862,0.487141667347439,-0.117041576402909,-1.62745249633008,-0.333834392185963,1.55352685046971,0.550868993061158,0.001813813865738,-0.13696529572438,0.047386587029905,0.16335575910267,-0.160886233451219,0.217848003609106,-0.072320000967011,-0.855493356877901,0.039298304260164,-273.408580896877,-1.53455174944702,0.356774047404656,62.8149921666773,-0.268395069879261,-1.14162264752503,0.037185673747445,-1.52031182827886,-0.259894180905568,0.132974016057148,0.149688050895319,0.055527026325588,3.05955919818916,-0.013673173322278,-0.10184251395421,1.26048380068396,1.70150976523291,-0.164794313900075,9.52239440305857,1.23052105838825,-2.94002211572307,78.5893089050369,-0.408242542372659,2.54752219813167,-0.112629358897134,6289.18912112154,0.423289967700839,0.302892732492182,-33.0941255415091,-0.461417123867132,-0.000677779568126,-198.075210157598,-0.651990198812803,-0.002373868401661,-0.042363477080989,0.728473946594022,-0.000943312029721,1.21143316436252,-0.173668709953859,-0.186145063894138,0.394418842799496,6.47328053380534,-0.006355399330617,0.055216048206082,2.40315697342157,0.714568309485912,-0.005976536594181,-0.13581746544036,41.7893189892638,13.129553979612,-0.472000533366673,1.040737544482,-0.226390796209165,-1.27414026247238,-0.023501964888506,7.02486438272176E-06,0.113013528238298,-0.849773130106098,-0.062087188174701,0.119692955933952,5.15591750618933,1.23521553118055,1.49210213141471,-0.103160027739913,0.367257666774094
Sample_7,0.326210307655287,-2.82454621621946,0,-7.1376159742058,-9.25715434416085,-1.08098323724235,-1.28799994662404,0.899353017324756,2.91270759231367,-1.57623229446472,0.15733811768408,0.309964151643526,0.80210732252706,-0.155589862558254,-0.291192828954081,0.020061640568095,-0.879340444612634,0.19584436616443,-0.712795690364999,0.470216929350997,0.468026571205718,-1.74794574963744,-0.158315731820039,0.930963292378195,1.05348381351905,0.356372573463886,0.327735884335292,0.041815474716714,0.259853105134994,-0.057485711266841,0,0.167486009420827,-0.515600546475412,-0.076213293525715,-275.213384829642,-2.02267538258639,0.266259287264347,-217.472122070787,-1.21172648789434,-0.987566896062774,0.135833514663318,0.43294605812298,-0.273547721801986,-0.121838820373799,0.073195532667039,-0.00892092298299,-3.53615926643761,-0.010611261230898,0.323649601365325,1.44493008839082,1.14511269282548,2.52303799253968,8.62539189430936,-1.6667220363585,-1.86690880839664,177.476260612188,-0.016291479877517,3.7481802188116,-0.050001159530962,10818.6754321288,0.77217498421669,0.269200512731913,49.2981979381584,-0.152239298693708,0.027579041011256,-197.367002909958,-0.647078206190515,-0.013077035529866,0.017685569414906,0.77967461321532,-0.000947634410692,0.618145248463216,-0.044157735776812,-0.172191424760229,0.304865768179297,1.99532957765587,-0.018730784864687,0.035483723049677,2.823381960392,1.34565503895283,-0.009894093020627,-0.20579486623047,49.2595428009809,18.3159701074474,-0.390982550821538,1.46727587544848,-0.043939187152444,-1.29344382668872,0.146548377514711,-1.04100686346232E-07,0.05149821429572,-0.281213740479086,0.073153657992634,0.146296101807918,5.81382238012066,0.642977320536431,0.459919388350647,0.099956911960266,0.776553285038972
Sample_8,0.643729591091562,-1.37420583848143,0,-4.54419996004344,-10.0173782524836,-2.48775846548242,-2.90500003099442,0.019584987312555,1.62991533519666,-19.8207539084688,0.186263015096211,-0.00545933849862,0.212305430706208,-0.207191834869137,-0.239312926296407,-0.255043524143929,-0.812332909098048,0.072744305099345,-0.761946790072614,0.150654046577396,0.10129911241248,-1.3145257525357,-0.104286941699684,0.982459389403974,0.586146695577554,-0.038634285386252,0.274783178951157,0.077976883156225,0.870423855366255,0.285173909437147,0.430000007152557,0.309682011516998,0.726008747087278,-0.005378533233593,-272.180421035092,-1.04098376852562,0.092477044026623,-203.178709973872,-0.474373677732729,-0.212161846888145,0.044358152911627,-1.63849297512479,-0.25860453967255,0.419793050485274,-0.025496792556437,0.065926843351846,3.03010766045736,-0.011996818315015,-0.281293015017347,1.12386922416255,2.04589483953896,1.37765906004461,-7.55784682049671,-4.65241590208094,-3.80735696000231,105.827965500721,-0.375508798657243,-1.17962334715516,-0.077289238991796,-5148.23103417631,0.256083998829126,0.35455729442765,41.6995738478654,-0.320032071013504,0.041360571373215,-198.363798969391,-0.485178279419866,-0.010696072731184,0.060075229155225,0.724348023785751,0.000850848367841,1.4715621449353,-0.070146511506089,0.194150771634469,0.077055612498953,2.88559231908494,-0.015921962591285,0.050188925946983,1.54781496850774,1.56261416681809,0.014185898697316,-0.15645025896285,59.7987575101579,5.06211756344419,-0.785153175626182,0.333543648643229,0.07224820126486,-0.527346589045207,0.039886174678712,0.000162923184317,0.060995771519458,-0.473388945353035,0.04742429228736,0.104075512088334,6.60221114928663,0.959329424963284,0.618116250435417,-0.201665793253029,1.02922326758198
Sample_9,0.40151127661386,2.38822773450011,0,-9.66736839361602,-6.27836669060842,-1.62120194323143,-2.83299994468689,0.611074952292256,5.44927980607759,-13.2454552573763,0.041809813151544,0.143702131432824,-0.675023858866509,-0.25243996623697,-0.183310476208135,-0.020706501787761,-0.447557386757409,0.097426976066028,-1.67324529874867,0.219120533763509,-0.132959366324806,-1.85809966545276,-0.070553882804234,0.652828389589523,0.762784366361302,-0.473376031593944,0.390342750478451,0.002546901880123,2.66013553419086,-0.002403885115443,0.000604000000749,0.33424499872126,-0.264842054245406,-0.037539569945897,-274.530370830889,-0.13704446916563,0.08518477605503,-22.7287343601347,-0.700266745246154,-0.272896888593497,0.135314422021111,-2.54127197839443,-0.51424695390763,0.411624262377706,-0.243687276472903,0.105061797396265,1.16928377561817,-0.013910183096559,-0.282111146533293,0.633099473987569,6.25224943395006,1.64705421699182,-16.1240932259097,-1.269828788441,-1.97240546442441,176.483936004137,-0.238205291689567,3.78167624337222,-0.040329911575789,26329.2641808242,0.344133988022804,-0.296334426151589,45.1779738162295,-0.587099430346204,0.018618650772341,-197.857358495494,-0.627543211693437,-0.01314589825113,0.047433650829468,0.365932734299349,-0.001653154702277,-0.328809414720259,-0.064081634632501,0.131733921098089,0.390258960454958,2.49679259780078,-0.025274429742675,-0.018261287918644,4.76671388745308,-0.014113908546278,0.00643247811934,-0.052490892276926,34.2906249411317,12.6160031112377,-0.456070085328865,0.95403414150087,-0.120682426603074,-0.980317391945429,0.452440572969145,-0.000122373732963,0.349970087312954,-1.05928110114598,0.112252341762087,0.122964313074976,6.06564325360159,0.674173565502148,0.588239277654296,0.119132800329384,0.578876117164327
Sample_10,0.51696094656006,-2.86340960791495,0,-8.41473894516366,-3.89019447140993,-2.44798022413933,-0.991999983787537,0.726918985223165,3.88435196448427,-13.1765975319577,0.147002219613898,0.324167425287937,-0.799754402432729,0.007922924800017,0.509828602029302,0.143326194856432,-0.392463169825462,0.197955426419204,-0.475178893841928,0.492140837765029,0.65241182604142,-0.691955755519302,-0.696401502787921,0.912092889028564,0.948072200371826,0.908307683628664,-0.171976820656479,0.006385349319316,-0.05368405294547,-0.011413629322874,0.215000003576279,-0.029273996909979,-0.6131440133968,-0.003929620434762,-275.475283475985,-3.20714585800488,0.372890908116233,-141.731389647524,0.077552263974212,-0.262393078516553,0.20248089832603,-2.03188981179528,-0.521533726360432,0.395382925703177,-0.028326566594715,-0.025614216538868,8.19561558656551,-0.026912923126958,0.29996263467541,1.02286564447641,4.0202187683899,-0.521724694568547,-0.938670800140244,-0.223041886895753,-2.41971255443654,27.7238052140456,-0.348106642079374,3.93580001898228,-0.030560355217335,8189.91414372995,0.632323987782002,-0.011993289808743,-20.7435305164836,-0.574404369975605,0.038916509352469,-197.798269855601,-0.209917023935893,-0.008489142585617,0.06954029786259,0.325765090588902,-0.000179537959079,1.33302591529784,-0.051428821687424,0.075639918466379,0.360922498628497,-3.51172407635568,-0.027009020060589,0.034030201836535,1.9138049185276,2.44556553661823,-0.006912264967775,-0.271999140854989,80.9798311006889,11.3138837511651,-0.660531440846794,1.21542301897748,-0.09027791285324,-0.596976628849201,0.192718773940409,0.000162684921016,0.134202506594647,-0.731086515123662,0.114392317666898,0.069725010225751,6.50973111062649,0.929255529423166,0.893976817848587,0.113262789296899,1.37323103986273
